trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,first_name
30,MUSI,156,A,ORGAN LESSON (1 HR),2,,,,,,,,Fitch,Bradley
10,MUSI,156,A,ORGAN LESSON (1 HR),2,,,,,,,,Fitch,Bradley
30,MUSI,161,,VOICE LESSON- 1/2 HR SIGNUP,1,,,,,,,,Tedford,Jeffrey
10,MUSI,161,,VOICE LESSON- 1/2 HR SIGNUP,1,,,,,,,,Tedford,Jeffrey
30,MUSI,161,A,VOICE LESSON (1/2 HR),1,,,,,,,,MUFA Staff,-
30,MUSI,161,B,VOICE LESSON (1/2 HR),1,,,,,,,,Piastro-Tedford,Sasha
10,MUSI,161,B,VOICE LESSON (1/2 HR),1,,,,,,,,Piastro-Tedford,Sasha
30,MUSI,161,C,VOICE LESSON (1/2 HR),1,,,,,,,,Young,M
10,MUSI,161,C,VOICE LESSON (1/2 HR),1,,,,,,,,Young,M
30,MUSI,161,D,VOICE LESSON (1/2 HR),1,,,,,,,,MUFA Staff,-
10,MUSI,161,D,VOICE LESSON (1/2 HR),1,,,,,,,,MUFA Staff,-
30,MUSI,161,E,VOICE LESSON (1/2 HR),1,,,,,,,,Weber,Brent
10,MUSI,161,E,VOICE LESSON (1/2 HR),1,,,,,,,,Weber,Brent
30,MUSI,162,,VOICE LESSON - 1 HR SIGNUP,2,,,,,,,,Tedford,Jeffrey
10,MUSI,162,,VOICE LESSON - 1 HR SIGNUP,2,,,,,,,,Tedford,Jeffrey
30,MUSI,162,A,VOICE LESSON (1 HR),2,,,,,,,,MUFA Staff,-
30,MUSI,162,B,VOICE LESSON (1 HR),2,,,,,,,,Piastro-Tedford,Sasha
10,MUSI,162,B,VOICE LESSON (1 HR),2,,,,,,,,Piastro-Tedford,Sasha
30,MUSI,162,C,VOICE LESSON (1 HR),2,,,,,,,,Young,M
10,MUSI,162,C,VOICE LESSON (1 HR),2,,,,,,,,Young,M
30,MUSI,162,D,VOICE LESSON (1 HR),2,,,,,,,,MUFA Staff,-
10,MUSI,162,D,VOICE LESSON (1 HR),2,,,,,,,,Mueller,Katherine
30,MUSI,162,E,VOICE LESSON (1 HR),2,,,,,,,,Weber,Brent
10,MUSI,162,E,VOICE LESSON (1 HR),2,,,,,,,,Weber,Brent
30,MUSI,162,F,VOICE LESSON (1 HR),2,,,,,,,,Weber,Brent
30,MUSI,163,A,STR LES-CELLO (1/2 HR),1,,,,,,,,Kohanski,Elisa
10,MUSI,163,A,STR LES-CELLO (1/2 HR),1,,,,,,,,Kohanski,Elisa
30,MUSI,164,A,STR LES-CELLO (1 HR),2,,,,,,,,Kohanski,Elisa
10,MUSI,164,A,STR LES-CELLO (1 HR),2,,,,,,,,Kohanski,Elisa
10,MUSI,164,A,STR LES-CELLO (1 HR),2,,,,,,,,Kohanski,Elisa
30,MUSI,165,A,STR LES-VIOLIN/VIOLA (1/2 HR),1,,,,,,,,Agnew,Rochelle
10,MUSI,165,A,STR LES-VIOLIN/VIOLA (1/2 HR),1,,,,,,,,Agnew,Rochelle
10,MUSI,165,A,STR LES-VIOLIN/VIOLA (1/2 HR),1,,,,,,,,Agnew,Rochelle
30,MUSI,165,B,STR LES-VIOLIN/VIOLA (1/2 HR),1,,,,,,,,Gregg,Jane
10,MUSI,165,B,STR LES-VIOLIN/VIOLA (1/2 HR),1,,,,,,,,MUFA Staff,-
30,MUSI,166,A,STR LES-VIOLIN/VIOLA (1 HR),2,,,,,,,,Agnew,Rochelle
10,MUSI,166,A,STR LES-VIOLIN/VIOLA (1 HR),2,,,,,,,,Agnew,Rochelle
30,MUSI,166,B,STR LES-VIOLIN/VIOLA (1 HR),2,,,,,,,,Gregg,Jane
10,MUSI,166,B,STR LES-VIOLIN/VIOLA (1 HR),2,,,,,,,,MUFA Staff,-
30,MUSI,167,A,FRENCH HORN LESSON (1/2 HR),1,,,,,,,,Scanga,James
10,MUSI,167,A,FRENCH HORN LESSON (1/2 HR),1,,,,,,,,Scanga,James
30,MUSI,168,A,FRENCH HORN LESSON (1 HR),2,,,,,,,,Scanga,James
10,MUSI,168,A,FRENCH HORN LESSON (1 HR),2,,,,,,,,Scanga,James
30,MUSI,169,A,TROMBONE LESSON (1/2 HR),1,,,,,,,,May,Douglas
10,MUSI,169,A,TROMBONE LESSON (1/2 HR),1,,,,,,,,May,Douglas
30,MUSI,170,A,TROMBONE LESSON (1 HR),2,,,,,,,,May,Douglas
10,MUSI,170,A,TROMBONE LESSON (1 HR),2,,,,,,,,May,Douglas
30,MUSI,171,A,TRUMPET LESSON (1/2 HR),1,,,,,,,,Fennell,Drew
10,MUSI,171,A,TRUMPET LESSON (1/2 HR),1,,,,,,,,Fennell,Drew
30,MUSI,172,A,TRUMPET LESSON (1 HR),2,,,,,,,,Fennell,Drew
10,MUSI,172,A,TRUMPET LESSON (1 HR),2,,,,,,,,Fennell,Drew
30,MUSI,173,A,BARITONE/TUBA LESSON (1/2 HR),1,,,,,,,,Venesky,Jason
10,MUSI,173,A,BARITONE/TUBA LESSON (1/2 HR),1,,,,,,,,Venesky,Jason
30,MUSI,174,A,BARITONE/TUBA LESSON (1 HR),2,,,,,,,,Venesky,Jason
10,MUSI,174,A,BARITONE/TUBA LESSON (1 HR),2,,,,,,,,Venesky,Jason
30,MUSI,175,A,BASSOON LESSON (1/2 HR),1,,,,,,,,Byo,Donald
10,MUSI,175,A,BASSOON LESSON (1/2 HR),1,,,,,,,,Byo,Donald
30,MUSI,176,A,BASSOON LESSON (1 HR),2,,,,,,,,Byo,Donald
10,MUSI,176,A,BASSOON LESSON (1 HR),2,,,,,,,,Byo,Donald
30,MUSI,177,A,CLARINET LESSON (1/2 HR),1,,,,,,,,Weber,Alana
10,MUSI,177,A,CLARINET LESSON (1/2 HR),1,,,,,,,,Weber,Alana
30,MUSI,178,A,CLARINET LESSON (1 HR),2,,,,,,,,Weber,Alana
10,MUSI,178,A,CLARINET LESSON (1 HR),2,,,,,,,,Weber,Alana
30,MUSI,179,A,OBOE/ENGLISH HORN LES (1/2 HR),1,,,,,,,,Lipson,Hilary
10,MUSI,179,A,OBOE/ENGLISH HORN LES (1/2 HR),1,,,,,,,,Lipson,Hilary
30,MUSI,180,A,OBOE/ENGLISH HORN LES (1 HR),2,,,,,,,,Lipson,Hilary
10,MUSI,180,A,OBOE/ENGLISH HORN LES (1 HR),2,,,,,,,,Lipson,Hilary
30,MUSI,181,A,PERCUSSION LESSON (1/2 HR),1,,,,,,,,Heid,Ronald
10,MUSI,181,A,PERCUSSION LESSON (1/2 HR),1,,,,,,,,Heid,Ronald
30,MUSI,182,A,PERCUSSION LESSON (1 HR),2,,,,,,,,Heid,Ronald
10,MUSI,182,A,PERCUSSION LESSON (1 HR),2,,,,,,,,Heid,Ronald
30,MUSI,183,A,FLUTE LESSON (1/2 HR),1,,,,,,,,Tessmer,David
10,MUSI,183,A,FLUTE LESSON (1/2 HR),1,,,,,,,,Tessmer,David
30,MUSI,184,A,FLUTE LESSON (1 HR),2,,,,,,,,Tessmer,David
10,MUSI,184,A,FLUTE LESSON (1 HR),2,,,,,,,,Tessmer,David
30,MUSI,185,A,GUITAR LESSON (1/2 HR),1,,,,,,,,Churm,George
10,MUSI,185,A,GUITAR LESSON (1/2 HR),1,,,,,,,,Churm,George
30,MUSI,186,A,GUITAR LESSON (1 HR),2,,,,,,,,Churm,George
10,MUSI,186,A,GUITAR LESSON (1 HR),2,,,,,,,,Churm,George
30,MUSI,187,A,HARP LESSON (1/2 HR),1,,,,,,,,Scott,Julia
10,MUSI,187,A,HARP LESSON (1/2 HR),1,,,,,,,,Scott,Julia
30,MUSI,188,A,HARP LESSON (1 HR),2,,,,,,,,Scott,Julia
10,MUSI,188,A,HARP LESSON (1 HR),2,,,,,,,,Scott,Julia
30,MUSI,189,A,STRING LESSON - DBL BASS (1/2 HR),1,,,,,,,,Bellassai,Anthony
10,MUSI,189,A,STRING LESSON - DBL BASS (1/2 HR),1,,,,,,,,Bellassai,Anthony
30,MUSI,190,A,STRING LESSON - DBL BASS (1 HR),2,,,,,,,,Bellassai,Anthony
10,MUSI,190,A,STRG LSN - DBL BASS (1 HR),2,,,,,,,,Bellassai,Anthony
30,MUSI,191,A,SAXOPHONE LESSON (1/2 HR),1,,,,,,,,Heasley,Daniel
10,MUSI,191,A,SAXOPHONE LESSON (1/2 HR),1,,,,,,,,Heasley,Daniel
30,MUSI,192,A,SAXOPHONE LESSON (1 HR),2,,,,,,,,Heasley,Daniel
10,MUSI,192,A,SAXOPHONE LESSON (1 HR),2,,,,,,,,Heasley,Daniel
30,MUSI,198,A,MUSIC RECITAL ATTENDANCE - MINORS,0,,,,,F,3:00:00 PM,3:50:00 PM,Tedford,Jeffrey
10,MUSI,198,A,MUSIC RECITAL ATTENDANCE - MINORS,0,,,,,F,3:00:00 PM,3:50:00 PM,Tedford,Jeffrey
30,MUSI,199,A,MUSIC RECITAL ATTENDANCE-MAJORS,0,,,,,F,3:00:00 PM,3:50:00 PM,Tedford,Jeffrey
10,MUSI,199,A,MUSIC RECITAL ATTENDANCE-MAJORS,0,,,,,F,3:00:00 PM,3:50:00 PM,Tedford,Jeffrey
30,MUSI,202,A,INTRO TO MUSIC EDUCATION,1,,T,,,,2:30:00 PM,3:15:00 PM,Paparone,Stacy
10,MUSI,203,A,MUSIC THEORY III,2,,T,,R,,1:00:00 PM,1:50:00 PM,Hasper,Joseph
30,MUSI,204,A,MUSIC THEORY IV,2,,T,,R,,1:00:00 PM,1:50:00 PM,Hasper,Joseph
10,MUSI,205,A,AURAL SKILLS III,2,M,,W,,,12:00:00 PM,12:50:00 PM,Huebert,Melva
30,MUSI,206,A,AURAL SKILLS IV,2,M,,W,,,12:00:00 PM,12:50:00 PM,Huebert,Melva
10,MUSI,207,A,WOODWIND METHODS,1,,T,,R,,11:30:00 AM,12:20:00 PM,Scanga,James
30,MUSI,209,A,VOCAL METHODS,1,M,,W,,,10:00:00 AM,10:50:00 AM,Mueller,Katherine
30,MUSI,211,A,VOCAL DICTION,2,,T,,R,,8:30:00 AM,9:20:00 AM,Piastro-Tedford,Sasha
10,MUSI,219,A,BEGINNING CONDUCTING,1,M,,W,,,11:00:00 AM,11:50:00 AM,Tedford,Jeffrey
10,MUSI,221,A,MUSIC TECHNOLOGY,2,M,,W,,,1:00:00 PM,1:50:00 PM,Wasilko,Mark
30,MUSI,222,A,MUSIC THEATRE WORKSHOP,2,,,W,,,1:00:00 PM,2:50:00 PM,Piastro-Tedford,Sasha
10,MUSI,222,A,MUSIC THEATRE WORKSHOP,2,,,W,,,1:00:00 PM,2:50:00 PM,Piastro-Tedford,Sasha
30,MUSI,223,A,OPERA WORKSHOP,2,M,,,,,1:00:00 PM,2:50:00 PM,Young,M
10,MUSI,223,A,OPERA WORKSHOP,2,M,,,,,1:00:00 PM,2:50:00 PM,Young,M
30,MUSI,225,A,OPERA WORKSHOP,1,M,,,,,1:00:00 PM,1:50:00 PM,Young,M
10,MUSI,225,A,OPERA WORKSHOP,1,M,,,,,1:00:00 PM,1:50:00 PM,Young,M
30,MUSI,225,B,OPERA WORKSHOP,1,M,,,,,2:00:00 PM,2:50:00 PM,Young,M
10,MUSI,225,B,OPERA WORKSHOP,1,M,,,,,2:00:00 PM,2:50:00 PM,Young,M
10,MUSI,230,A,JAZZ HISTORY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Erb,Andrew
30,MUSI,304,A,ORCHESTRATION,2,M,,W,,,2:00:00 PM,2:50:00 PM,Hasper,Joseph
30,MUSI,315,A,MUSIC METHODS/ELEMENTARY TEACHERS,1,M,,,,,12:00:00 PM,12:50:00 PM,Paparone,Stacy
10,MUSI,315,A,MUSIC METHODS/ELEMENTARY TEACHERS,1,M,,,,,12:00:00 PM,12:50:00 PM,Paparone,Stacy
10,MUSI,317,A,ADV CHORAL CONDUCTING,2,M,,W,,,10:00:00 AM,10:50:00 AM,Mueller,Katherine
30,MUSI,318,A,ADV INSTR CONDUCTING,2,M,,W,,,11:00:00 AM,11:50:00 AM,Tedford,Jeffrey
10,MUSI,326,A,INTRO TO THE BUSINESS OF MUSIC,3,,T,,R,,2:30:00 PM,3:45:00 PM,Lewis,Cedric
30,MUSI,329,A,WORLD MUSIC: AFRICA AND AMERICAS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Huebert,Melva
10,MUSI,331,A,MUSIC HISTORY I,3,,T,,R,,10:05:00 AM,11:20:00 AM,Munson,Paul
30,MUSI,332,A,MUSIC HISTORY II,3,,T,,R,,1:00:00 PM,2:15:00 PM,Munson,Paul
10,MUSI,333,A,VOCAL LITERATURE,2,,T,,R,,8:20:00 AM,9:10:00 AM,Piastro-Tedford,Sasha
30,MUSI,376,A,JUNIOR RECITAL,1,,,,,,,,Tedford,Jeffrey
10,MUSI,403,A,COMPOSITION,2,M,,W,,,2:00:00 PM,2:50:00 PM,Hasper,Joseph
30,MUSI,475,A,SENIOR CAPTONE RECITAL,2,,,,,,,,Paparone,Stacy
30,MUSI,476,A,SENIOR CAPSTONE RECITAL,1,,,,,,,,Paparone,Stacy
10,MUSI,476,A,SENIOR CAPSTONE RECITAL,1,,,,,,,,Carter,Beverly
30,NURS,100,A,INTRO TO PROFESSIONAL NURSING,2,,T,,,,12:00:00 PM,1:50:00 PM,Roach,Janey
30,PHIL,161,A,INTRO TO PHILOSOPHY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Franklin,Christopher
10,PHIL,191,A,INTRO TO ETHICS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,West,Ryan
10,PHIL,191,B,INTRO TO ETHICS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,West,Ryan
30,PHIL,201,A,SYMBOLIC LOGIC,3,M,,W,,F,1:00:00 PM,1:50:00 PM,West,Ryan
30,PHIL,211,A,GENERAL LOGIC,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Franklin,Christopher
10,PHIL,231,A,ANCIENT PHILOSOPHY,3,,T,,R,,11:30:00 AM,12:45:00 PM,West,Ryan
30,PHIL,232,A,MEDIEVAL PHILOSOPHY,3,,T,,R,,10:05:00 AM,11:20:00 AM,West,Ryan
30,PHIL,271,A,BIO-MEDICAL ETHICS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Coulter,Michael
30,PHIL,311,A,METAPHYSICS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Franklin,Christopher
30,PHIL,314,A,PHILSOPHY OF RELIGION,3,,T,,R,,2:30:00 PM,3:45:00 PM,Franklin,Christopher
10,PHIL,488,A,PHILOSOPHY SEMINAR,3,,,W,,,2:00:00 PM,4:30:00 PM,West,Ryan
30,PHYE,100,A,HEALTHFUL LIVING,1,,,,,,,,Buxton,Jeffrey
10,PHYE,100,A,HEALTHFUL LIVING,1,,,,,,,,Buxton,Jeffrey
30,PHYE,100,B,HEALTHFUL LIVING,1,,,,,,,,Prins,Philip
10,PHYE,100,B,HEALTHFUL LIVING,1,,,,,,,,Prins,Philip
30,PHYE,100,C,HEALTHFUL LIVING,1,,,,,,,,Ault,Dana
10,PHYE,100,C,HEALTHFUL LIVING,1,,,,,,,,Ault,Dana
30,PHYE,100,D,HEALTHFUL LIVING,1,,,,,,,,Buxton,Jeffrey
10,PHYE,100,D,HEALTHFUL LIVING,1,,,,,,,,Buxton,Jeffrey
30,PHYE,100,E,HEALTHFUL LIVING,1,,,,,,,,Prins,Philip
10,PHYE,100,E,HEALTHFUL LIVING,1,,,,,,,,Prins,Philip
30,PHYE,100,F,HEALTHFUL LIVING,1,,,,,,,,Ault,Dana
10,PHYE,100,F,HEALTHFUL LIVING,1,,,,,,,,Ault,Dana
30,PHYE,207,A,BEGINNING BOWLING,1,,,W,,F,10:00:00 AM,10:50:00 AM,Sayles,Leo
10,PHYE,207,A,BEGINNING BOWLING,1,,,W,,F,10:00:00 AM,10:50:00 AM,Sayles,Leo
30,PHYE,209,A,TENNIS,1,,,W,,F,1:00:00 PM,1:50:00 PM,Boyle,Henry
10,PHYE,209,A,TENNIS,1,,,W,,F,1:00:00 PM,1:50:00 PM,Boyle,Henry
30,PHYE,209,B,TENNIS,1,,,W,,F,8:00:00 AM,8:50:00 AM,Boyle,Henry
10,PHYE,210,A,BALLROOM DANCING - MEN,1,,,,,F,11:00:00 AM,11:50:00 AM,Garvey,Kevin
10,PHYE,210,B,BALLROOM DANCING - WOMEN,1,,,,,F,11:00:00 AM,11:50:00 AM,Garvey,Kevin
10,PHYE,211,A,BEGINNING DANCE,1,,,,,F,12:00:00 PM,12:50:00 PM,Garvey,Kevin
10,PHYE,213,A,INTERMEDIATE DANCE,1,,,,,F,3:00:00 PM,3:50:00 PM,Garvey,Kevin
30,PHYE,216,A,ADV BALLROOM DANCING - MEN,1,,,,,F,11:00:00 AM,11:50:00 AM,Garvey,Kevin
30,PHYE,216,B,ADV BALLROOM DANCING - WOMEN,1,,,,,F,11:00:00 AM,11:50:00 AM,Garvey,Kevin
30,PHYE,217,A,VOLLEYBALL,1,,,W,,F,1:00:00 PM,1:50:00 PM,Cramer,Kristen
30,PHYE,290,B,STUDY: TAP & JAZZ,1,,,,,F,1:00:00 PM,1:50:00 PM,Garvey,Kevin
30,PHYS,101,A,GENERAL PHYSICS I-ENGINEERING,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Wolinski,Jeffrey
10,PHYS,101,A,GENERAL PHYSICS I-ENGINEERING,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Brower,Shane
30,PHYS,101,B,GENERAL PHYSICS I-ENGINEERING,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Wolinski,Jeffrey
30,PHYS,101,L,LABORATORY WORKSHOP,0,,,W,,,3:00:00 PM,5:00:00 PM,Marsch,Glenn
10,PHYS,101,L,LABORATORY WORKSHOP,0,M,,,,,2:00:00 PM,4:00:00 PM,Clem,James
30,PHYS,101,M,LABORATORY WORKSHOP,0,,,,R,,10:05:00 AM,12:05:00 PM,Marsch,Glenn
30,PHYS,101,N,LABORATORY WORKSHOP,0,,,,R,,2:30:00 PM,4:30:00 PM,Marsch,Glenn
30,PHYS,101,O,GENERAL PHYSICS I-ENGINEERING,4,,,,,,,,Brower,Shane
30,PHYS,101,P,LABORATORY WORKSHOP,0,,,,,F,2:00:00 PM,4:00:00 PM,Clem,James
30,PHYS,101,Q,LABORATORY WORKSHOP,0,,,,,,,,Brower,Shane
30,PHYS,102,A,GEN PHYSICS II-ENGINEERING,4,M,,W,,F,11:00:00 AM,11:50:00 AM,Brower,Shane
10,PHYS,102,A,GEN PHYSICS II-ENGINEERING,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Wagner,Doris
10,PHYS,102,B,GEN PHYSICS II-ENGINEERING,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Wagner,Doris
30,PHYS,102,L,LABORATORY WORKSHOP,0,M,,,,,2:00:00 PM,4:00:00 PM,Fugate,Luke
10,PHYS,102,L,LABORATORY WORKSHOP,0,,,W,,,2:00:00 PM,4:00:00 PM,Wolinski,Jeffrey
10,PHYS,102,M,LABORATORY WORKSHOP,0,,,,R,,10:05:00 AM,12:05:00 PM,Fugate,Luke
10,PHYS,102,N,LABORATORY WORKSHOP,0,,,,R,,2:30:00 PM,4:30:00 PM,Fugate,Luke
10,PHYS,121,A,COLLEGE PHYSICS I,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Marsch,Glenn
10,PHYS,121,B,COLLEGE PHYSICS I,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Marsch,Glenn
10,PHYS,121,L,LABORATORY WORKSHOP,0,M,,,,,2:00:00 PM,4:00:00 PM,Wagner,Doris
10,PHYS,121,M,LABORATORY WORKSHOP,0,,T,,,,10:05:00 AM,12:05:00 PM,Wagner,Doris
10,PHYS,121,N,LABORATORY WORKSHOP,0,,T,,,,2:30:00 PM,4:30:00 PM,Wagner,Doris
30,PHYS,122,A,COLLEGE PHYSICS II,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Brower,Shane
30,PHYS,122,B,COLLEGE PHYSICS II,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Brower,Shane
30,PHYS,122,L,LABORATORY WORKSHOP,0,M,,,,,2:00:00 PM,4:00:00 PM,Clem,James
30,PHYS,122,M,LABORATORY WORKSHOP,0,,T,,,,3:00:00 PM,4:59:00 PM,Clem,James
10,PHYS,135,A,HORIZONS IN PHYSICS,1,,,W,,,11:00:00 AM,11:50:00 AM,Brower,Shane
10,PHYS,210,A,ELECTRONICS,4,,T,,R,,10:05:00 AM,11:20:00 AM,Wolinski,Jeffrey
10,PHYS,210,L,LABORATORY WORKSHOP,0,,T,,,,2:30:00 PM,5:30:00 PM,Wolinski,Jeffrey
30,PHYS,234,A,MODERN PHYSICS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Wagner,Doris
30,PHYS,242,A,INTRO TO THEORETICAL PHYSICS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Wagner,Doris
30,PHYS,288,A,INTERMED PHYSICS LAB,2,,,W,,,1:00:00 PM,4:59:00 PM,Brower,Shane
10,PHYS,303,A,MECHANICS I,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Fair,Mark
10,PHYS,305,A,ELECTRICITY & MAGNETISM,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Brower,Shane
30,PHYS,402,A,MEDICAL IMAGING AND DIAGNOSTIC PHYS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Marsch,Glenn
10,PHYS,421,A,ADVANCED TOPICS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Wolinski,Jeffrey
30,PHYS,431,A,QUANTUM MECHANICS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Wolinski,Jeffrey
30,PHYS,442,A,COMPUTATION METHODS/PHYS,3,,T,,R,,11:30:00 AM,12:45:00 PM,Fair,Mark
30,POLS,101,A,FOUNDATIONS OF POLITICAL SCIENCE,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Coulter,Michael
10,POLS,101,A,FOUNDATIONS OF POLITICAL SCIENCE,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Coulter,Michael
10,POLS,101,O,FOUNDATIONS OF POLITICAL SCIENCE,3,,,,,,,,Berry,Matthew
30,POLS,104,A,INTERNATIONAL POLITICS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Stanton,Samuel
10,POLS,104,A,INTERNATIONAL POLITICS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Stanton,Samuel
30,POLS,111,A,UNDERSTANDING THE US CONSTITUTION,1,,,,R,,7:00:00 PM,7:50:00 PM,McNulty,Paul
10,POLS,201,A,COMPARATIVE POLITICS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Kengor,Paul
30,POLS,204,A,AMERICAN NATIONAL GOVT,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Verbois,Caleb
10,POLS,204,A,AMERICAN NATIONAL GOVT,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Verbois,Caleb
30,POLS,204,O,AMERICAN NATIONAL GOVT,3,,,,,,,,Berry,Matthew
10,POLS,204,O,AMERICAN NATIONAL GOVT,3,,,,,,,,Verbois,Caleb
30,POLS,205,A,POL PHIL AND CHRISTIAN TRADITION,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Coulter,Michael
30,POLS,277,A,RESEARCH METH IN POLITICAL SCI,4,M,,,,,6:30:00 PM,7:30:00 PM,Stanton,Samuel
30,POLS,277,A,RESEARCH METH IN POLITICAL SCI,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Stanton,Samuel
10,POLS,277,A,RESEARCH METH IN POLITICAL SCI,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Stanton,Samuel
10,POLS,277,A,RESEARCH METH IN POLITICAL SCI,4,M,,,,,6:30:00 PM,7:30:00 PM,Stanton,Samuel
30,POLS,290,A,STUDY: FAITH & FREEDOM CONFERENCE,1,,,,,,,,Rider,Robert
30,POLS,302,A,NATIONAL SECURITY,3,,T,,R,,11:30:00 AM,12:45:00 PM,Stanton,Samuel
10,POLS,304,A,THE AMERICAN PRESIDENCY,3,,T,,R,,2:30:00 PM,3:45:00 PM,Verbois,Caleb
30,POLS,305,A,AMERICAN CONGRESS,3,,,W,,,6:30:00 PM,9:00:00 PM,Cost,Jay
30,POLS,309,A,STATE & LOCAL POLITICS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Coulter,Michael
30,POLS,310,A,US FOREIGN POLICY,3,,T,,R,,10:05:00 AM,11:20:00 AM,Stanton,Samuel
10,POLS,311,A,HUMAN RIGHTS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Stanton,Samuel
10,POLS,317,A,CONSTITUTIONAL LAW US I,3,,T,,R,,1:00:00 PM,2:15:00 PM,Verbois,Caleb
30,POLS,318,A,CONSTITUTIONAL LAW OF THE US II,3,,T,,R,,1:00:00 PM,2:15:00 PM,Verbois,Caleb
10,POLS,335,A,TERRORISM & COUNTER-TERRORISM,3,,T,,R,,11:30:00 AM,12:45:00 PM,Stanton,Samuel
10,POLS,342,A,MIDDLE EASTERN POLITICS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Kengor,Paul
30,POLS,350,A,AMERICAN POLITICAL THOUGHT,3,,T,,R,,2:30:00 PM,3:45:00 PM,Verbois,Caleb
10,POLS,351,A,PHILOSOPHY OF LAW,3,,T,,R,,10:05:00 AM,11:20:00 AM,Coulter,Michael
30,POLS,354,A,MARXISM,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Kengor,Paul
30,POLS,390,A,STUDY: AMER POLITICAL CONSERVATISM,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Kengor,Paul
10,POLS,390,A,STUDY: POLITICAL WRITING,3,,,W,,,6:30:00 PM,9:00:00 PM,Cost,Jay
30,PSYC,101,A,FOUNDATIONS OF PSYC SCIENCE,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Homan,Kristin
10,PSYC,101,A,FOUNDATIONS OF PSYC SCIENCE,3,M,,,,,6:30:00 PM,9:00:00 PM,Horton,Joseph
30,PSYC,101,B,FOUNDATIONS OF PSYC SCIENCE,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Bright,Martin
10,PSYC,101,B,FOUNDATIONS OF PSYC SCIENCE,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Horton,Joseph
30,PSYC,101,O,FOUNDATIONS OF PSYC SCIENCE,3,,,,,,,,Horton,Joseph
10,PSYC,101,O,FOUNDATIONS OF PSYC SCIENCE,3,,,,,,,,Throckmorton,E
30,PSYC,102,A,EDUCATIONAL PSYCHOLOGY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Genareo,Phyllis
10,PSYC,102,A,EDUCATIONAL PSYCHOLOGY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Genareo,Phyllis
30,PSYC,102,B,EDUCATIONAL PSYCHOLOGY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Genareo,Phyllis
10,PSYC,102,B,EDUCATIONAL PSYCHOLOGY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Genareo,Phyllis
30,PSYC,103,A,LIFESPAN HUMAN GROWTH & DEVELOPMENT,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Horton,Joseph
30,PSYC,105,A,PERSPECTIVES ON PSYCHOLOGY,1,,T,,,,6:30:00 PM,7:20:00 PM,Seybold,Kevin
30,PSYC,200,A,CROSS-CULTURAL PSYCHOLOGY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Welton,Gary
30,PSYC,201,A,STATISTICAL METHODS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Homan,Kristin
