trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,first_name
10,EDUC,323,A,TEACHING PRIMARY & ELEM LITERACY,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Heisey,Natalie
30,EDUC,323,A,TEACHING PRIMARY & ELEM LITERACY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Heisey,Natalie
10,EDUC,323,B,TEACHING PRIMARY & ELEM LITERACY,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Heisey,Natalie
10,EDUC,323,C,TEACHING PRIMARY & ELEM LITERACY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Heisey,Natalie
10,EDUC,324,A,TEACHING ELEM SOCIAL SCIENCES,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Dreves,Susan
30,EDUC,324,A,TEACHING ELEM SOCIAL SCIENCES,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Dreves,Susan
30,EDUC,325,A,TEACHING ELEM SCIENCE/HEALTH,3,,T,,R,,8:00:00 AM,9:15:00 AM,Dreves,Susan
10,EDUC,325,A,TEACHING ELEM SCIENCE/HEALTH,3,,T,,R,,8:00:00 AM,9:15:00 AM,Dreves,Susan
30,EDUC,326,A,TEACHING UPPER ELEM/MIDDLE LITERACY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Nichols,Constance
10,EDUC,326,A,TEACHING UPPER ELEM/MIDDLE LITERACY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Nichols,Constance
30,EDUC,326,B,TEACHING UPPER ELEM/MIDDLE LITERACY,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Nichols,Constance
10,EDUC,327,A,TEACHING ELEM MATH,3,,T,,R,,11:30:00 AM,12:45:00 PM,Munson,Jolene
30,EDUC,327,A,TEACHING ELEM MATH,3,,T,,R,,11:30:00 AM,12:45:00 PM,Munson,Jolene
10,EDUC,328,A,CHILDREN'S LITERATURE & LANGUAGE,2,M,,W,,F,9:00:00 AM,9:50:00 AM,Culbertson,Linda
30,EDUC,328,A,CHILDREN'S LITERATURE & LANGUAGE,2,M,,W,,,3:00:00 PM,3:50:00 PM,Heisey,Natalie
10,EDUC,329,A,MIDDLE LEVEL CURRICULUM & INSTRUCT,3,,T,,R,,1:00:00 PM,2:15:00 PM,Chapman,Jarrett
10,EDUC,330,A,LIT/WRITE FOR SEC CLASSROOM,3,,T,,R,,10:05:00 AM,11:20:00 AM,Blackburn,Gina
30,EDUC,342,A,EARLY CHILDHOOD CURR & INSTRUCT,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Rupnik,Elizabeth
10,EDUC,342,A,EARLY CHILDHOOD CURR & INSTRUCT,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Rupnik,Elizabeth
10,EDUC,343,A,TRENDS/ISSUES IN EARLY CHILD EDUC,3,,T,,R,,2:30:00 PM,3:45:00 PM,Nichols,Constance
30,EDUC,343,A,TRENDS/ISSUES IN EARLY CHILD EDUC,3,,T,,R,,2:30:00 PM,3:45:00 PM,Nichols,Constance
30,EDUC,350,A,EDUCATION FOR THE MISSION FIELD,1,,,,R,,1:00:00 PM,2:15:00 PM,Chapman,Jarrett
10,EDUC,371,A,SECONDARY FIELD EXPER (1ST  LEVEL),1,,,,,,,,Dreves,Susan
30,EDUC,371,A,SECONDARY FIELD EXPER (1ST  LEVEL),1,,,,,,,,Dreves,Susan
30,EDUC,372,A,SECONDARY FIELD EXPER (2ND  LEVEL),1,,,,,,,,Nichols,Constance
10,EDUC,372,A,SECONDARY FIELD EXPER (2ND  LEVEL),1,,,,,,,,Paparone,Stacy
10,EDUC,373,A,SECONDARY FIELD EXPER (3RD LEVEL),1,,,,,,,,Paparone,Stacy
30,EDUC,373,A,SECONDARY FIELD EXPER (3RD LEVEL),1,,,,,,,,Paparone,Stacy
10,EDUC,373,B,SECONDARY FIELD EXPER (3RD LEVEL),1,,,,,,,,Dreves,Susan
30,EDUC,381,A,ELEMENTARY FIELD EXPER (1ST  LEVEL),1,,,,,,,,Dreves,Susan
10,EDUC,381,A,ELEMENTARY FIELD EXPER (1ST  LEVEL),1,,,,,,,,Dreves,Susan
30,EDUC,382,A,ELEMENTARY FIELD EXPER (2ND LEVEL),1,,,,,,,,Dreves,Susan
10,EDUC,382,A,ELEMENTARY FIELD EXPER (2ND LEVEL),1,,,,,,,,Dreves,Susan
30,EDUC,383,A,ELEMENTARY FIELD EXPER (3RD LEVEL),1,,,,,,,,Dreves,Susan
10,EDUC,383,A,ELEMENTARY FIELD EXPER (3RD LEVEL),1,,,,,,,,Dreves,Susan
30,EDUC,385,A,EARLY CHLDHD FIELD EXP (2ND LEVEL),1,,,,,,,,Munson,Jolene
10,EDUC,385,A,EARLY CHLDHD FIELD EXP (2ND LEVEL),1,,,,,,,,Munson,Jolene
30,EDUC,431,A,STUDENT TEACHING-SECONDARY,16,M,,,,,4:30:00 PM,6:00:00 PM,Stephens,John
10,EDUC,431,A,STUDENT TEACHING-SECONDARY,16,M,,,,,4:30:00 PM,6:00:00 PM,Stephens,John
10,EDUC,435,A,STUDENT TEACHING-ELEM MUSIC,8,M,,,,,4:00:00 PM,4:50:00 PM,Paparone,Stacy
30,EDUC,435,A,STUDENT TEACHING-ELEM MUSIC,8,M,,,,,4:00:00 PM,4:50:00 PM,Paparone,Stacy
30,EDUC,437,A,STUDENT TEACHING-SECONDARY MUSIC,8,M,,,,,4:50:00 PM,5:40:00 PM,Paparone,Stacy
10,EDUC,437,A,STUDENT TEACHING-SECONDARY MUSIC,8,M,,,,,4:50:00 PM,5:40:00 PM,Paparone,Stacy
10,EDUC,441,A,ELEM STUDENT TCHG-PRIMARY,8,M,,,,,3:00:00 PM,3:50:00 PM,Culbertson,Linda
30,EDUC,441,A,ELEM STUDENT TCHG-PRIMARY,8,M,,,,,3:00:00 PM,3:50:00 PM,Culbertson,Linda
30,EDUC,442,A,STUDENT TEACHING MIDDLE LEVEL I,8,M,,,,,3:00:00 PM,5:00:00 PM,Culbertson,Linda
10,EDUC,442,A,STUDENT TEACHING MIDDLE LEVEL I,8,M,,,,,3:00:00 PM,3:50:00 PM,Culbertson,Linda
30,EDUC,443,A,ELEM STUDENT TCHG-INTERMED,8,,,,,,,,Culbertson,Linda
10,EDUC,443,A,ELEM STUDENT TCHG-INTERMED,8,,,,,,,,Culbertson,Linda
10,EDUC,444,A,STUDENT TEACHING MIDDLE LEVEL II,8,,,,,,,,Culbertson,Linda
30,EDUC,444,A,STUDENT TEACHING MIDDLE LEVEL II,8,,,,,,,,Culbertson,Linda
10,EDUC,488,A,SEMINAR: ISSUES IN EDUCATION,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Culbertson,Linda
30,EDUC,488,A,SEMINAR: ISSUES IN EDUCATION,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Culbertson,Linda
30,EDUC,488,B,SEMINAR: ISSUES IN EDUCATION,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Culbertson,Linda
10,EDUC,488,B,SEMINAR: ISSUES IN EDUCATION,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Culbertson,Linda
10,ELEE,201,A,LINEAR CIRCUITS I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Mohr,Timothy
30,ELEE,202,A,LINEAR CIRCUITS II,3,,T,,R,,10:05:00 AM,11:20:00 AM,Brooks,James
30,ELEE,204,A,DIGITAL LOGIC DESIGN,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Mohr,Timothy
10,ELEE,210,A,ELECTRICAL ENGINEERING,3,M,,W,,,10:00:00 AM,10:50:00 AM,Mohr,Timothy
30,ELEE,210,A,ELECTRICAL ENGINEERING,3,M,,W,,,11:00:00 AM,11:50:00 AM,Mohr,Timothy
30,ELEE,210,L,LABORATORY,0,,,,,F,2:00:00 PM,4:00:00 PM,Mohr,Timothy
10,ELEE,210,L,LABORATORY,0,,,,,F,2:00:00 PM,4:00:00 PM,Mohr,Timothy
10,ELEE,251,L,LINEAR CIRCUITS LABORATORY,1,,T,,,,2:00:00 PM,4:50:00 PM,Rumbaugh,Luke
30,ELEE,252,L,DIGITAL CIRCUITS LABORATORY,1,M,,,,,2:00:00 PM,4:50:00 PM,Mohr,Timothy
10,ELEE,301,A,ELECTRONICS I,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Christman,Alan
30,ELEE,302,A,ELECTRONICS II,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Christman,Alan
10,ELEE,303,A,ELECTRICAL MACHINES,3,,T,,R,,11:30:00 AM,12:45:00 PM,Christman,Alan
30,ELEE,304,A,ELECTROMAGNETIC THEORY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Christman,Alan
30,ELEE,310,A,MICROCONTROLLERS WITH  ROBOTIC APPS,3,M,,W,,,9:00:00 AM,9:50:00 AM,Rumbaugh,Luke
30,ELEE,310,L,EMBEDDED SYST LAB,0,,T,,,,2:30:00 PM,4:30:00 PM,Rumbaugh,Luke
30,ELEE,321,A,SIGNAL ANALYSIS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Rumbaugh,Luke
10,ELEE,351,L,INTERMEDIATE LABORATORY I,1,,,W,,,2:00:00 PM,4:50:00 PM,Christman,Alan
30,ELEE,352,L,INTERMEDIATE LABORATORY II,1,,,W,,,2:00:00 PM,4:50:00 PM,Christman,Alan
10,ELEE,401,A,ELEC/COMP ENGINEERING DESIGN,3,M,,,,,6:30:00 PM,9:00:00 PM,Bright,Myron
10,ELEE,404,A,ELECTROMAG ENERGY TRANSMISS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Christman,Alan
10,ELEE,421,A,CONTROL THEORY,3,,T,,R,,8:00:00 AM,9:15:00 AM,Brooks,James
30,ELEE,422,A,DESIGN OF CONTROL SYST,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Brooks,James
10,ELEE,431,A,COMMUNICATION SYSTEMS I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Rumbaugh,Luke
30,ELEE,432,A,COMMUNICATION SYSTEMS II,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Rumbaugh,Luke
10,ELEE,441,A,COMPUTER ARCHITECTURE,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Bright,Myron
30,ELEE,442,A,PARALLEL COMPUTER ARCHITECTURE,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bright,Myron
10,ELEE,451,L,CAPSTONE DESIGN PROJECT I,1,,,W,,,4:00:00 PM,4:50:00 PM,Rumbaugh,Luke
10,ELEE,451,M,CAPSTONE DESIGN PROJECT I,1,,T,,,,4:00:00 PM,4:50:00 PM,Brooks,James
30,ELEE,452,L,CAPSTONE DESIGN PROJECT II,3,,,W,,,3:00:00 PM,4:50:00 PM,Rumbaugh,Luke
30,ELEE,452,M,CAPSTONE DESIGN PROJECT II,3,,T,,,,3:00:00 PM,4:50:00 PM,Brooks,James
10,ENGL,201,A,ENGL LIT SURVEY AND LIT STUDIES I,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Mayo,Joshua
10,ENGL,201,B,ENGL LIT SURVEY AND LIT STUDIES I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Mayo,Joshua
30,ENGL,202,A,ENGL LIT SURVEY AND LIT STUDIES II,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Waha,Kristen
30,ENGL,202,B,ENGL LIT SURVEY AND LIT STUDIES II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Waha,Kristen
10,ENGL,203,A,AMER LIT SURVEY I,3,,T,,R,,10:05:00 AM,11:20:00 AM,Messer,H
10,ENGL,203,B,AMER LIT SURVEY I,3,,T,,R,,11:30:00 AM,12:45:00 PM,Messer,H
30,ENGL,204,A,AMER LIT SURVEY II,3,,T,,R,,10:05:00 AM,11:20:00 AM,Messer,H
30,ENGL,204,B,AMER LIT SURVEY II,3,,T,,R,,11:30:00 AM,12:45:00 PM,Messer,H
10,ENGL,205,A,WORLD LIT SURVEY:ASIA,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Waha,Kristen
30,ENGL,206,A,WORLD LIT:AFRICA/LATIN AMERICA,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Waha,Kristen
30,ENGL,243,A,20TH C. ENGLISH NOVEL,3,,T,,R,,10:05:00 AM,11:20:00 AM,Brown,Janice
30,ENGL,246,A,20TH C. AMERICAN NOVEL,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Messer,H
10,ENGL,250,A,WORLD DRAMA,3,,T,,R,,11:30:00 AM,12:45:00 PM,Craig,Betsy
30,ENGL,262,A,MODERN POETRY,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Potter,Eric
10,ENGL,302,A,CLASSICAL LITERATURE,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Harvey,Andrew
30,ENGL,306,A,ENG RENAISS:SPENCER TO MILTON,3,,T,,R,,10:05:00 AM,11:20:00 AM,Harvey,Andrew
30,ENGL,314,A,VICTORIAN LITERATURE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Waha,Kristen
30,ENGL,318,A,AMERICAN RENAISSANCE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Potter,Eric
10,ENGL,327,A,CHRISTIAN WRITERS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Brown,Janice
10,ENGL,351,A,SHAKESPEARE I,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Harvey,Andrew
10,ENGL,351,A,SHAKESPEARE I,3,,,W,,,3:00:00 PM,4:50:00 PM,Harvey,Andrew
30,ENGL,352,A,SHAKESPEARE II,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Harvey,Andrew
30,ENGL,352,A,SHAKESPEARE II,3,,,W,,,3:00:00 PM,4:59:00 PM,Harvey,Andrew
10,ENGL,402,A,GRAMMAR/HIST OF ENGLISH,3,M,,,,,6:30:00 PM,9:00:00 PM,Philson,Cynthia
10,ENGL,485,A,SENIOR CAPSTONE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Hogsette,David
10,ENGL,485,A,SENIOR CAPSTONE,3,,,,,,,,Hogsette,David
30,ENGL,485,A,SENIOR CAPSTONE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Potter,Eric
10,ENGR,156,A,INTRO TO ENGINEERING,2,M,,W,,,2:00:00 PM,2:50:00 PM,Savage,Richard
30,ENGR,156,A,INTRO TO ENGINEERING,2,M,,W,,,2:00:00 PM,2:50:00 PM,Bright,Myron
30,ENGR,156,B,INTRO TO ENGINEERING,2,M,,W,,,3:00:00 PM,3:50:00 PM,Bright,Myron
10,ENGR,274,A,MATHEMATICAL METHODS IN ENGINEERING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Anderson,Erik
30,ENGR,274,A,MATHEMATICAL METHODS IN ENGINEERING,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Christman,Alan
10,ENGR,301,A,ETHICS IN ENGINEERING AND ROBOTICS,1,,T,,,,6:30:00 PM,9:00:00 PM,Bright,Myron
30,ENGR,301,A,ETHICS IN ENGINEERING AND ROBOTICS,1,,T,,,,6:30:00 PM,9:00:00 PM,Bright,Myron
10,ENGR,320,A,SEPARATION PROCESSES,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Augspurger,Joseph
10,ENGR,390,A,STUDY: FOUND OF SYSTEMS ENGINEERING,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Brooks,James
30,ENGR,390,A,STUDY: SYSTEMS SIMULATION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Brooks,James
30,ENGR,390,C,STUDY: BIOENGINEERING/MEMS,1,,,,,F,11:00:00 AM,11:50:00 AM,Savage,Richard
10,ENGR,390,D,STUDY: INTRODUCTION TO MECHATRONICS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Rumbaugh,Luke
30,ENGR,402,A,ENGINEERING ECONOMY,1,M,,,,,6:30:00 PM,9:00:00 PM,Bardy,Erik
30,ENGR,420,A,CHEMICAL REACTION ENGINEERING,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Augspurger,Joseph
10,ENTR,101,A,ENTREPRENEURIAL MIND:,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Sweet,Timothy
10,ENTR,101,B,ENTREPRENEURIAL MIND:,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Sweet,Timothy
10,ENTR,102,A,TECHNOLOGY FOR THE ENTREPRENEUR,1,,T,,R,,11:30:00 AM,12:45:00 PM,English,Yvonne
10,ENTR,104,A,LIFE DESIGN STUDIO,3,,T,,,,6:30:00 PM,9:00:00 PM,English,Yvonne
30,ENTR,201,A,LEAN LAUNCHPAD,3,,T,,,,6:30:00 PM,9:00:00 PM,English,Yvonne
30,ENTR,302,A,SALES IN THE STARTUP,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Sweet,Timothy
30,ENTR,303,A,LAW FOR ENTREPRENUERS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Smith,Kenneth
10,ENTR,306,A,ETHICS FOR THE ENTREPRENEUR,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Smith,Kenneth
10,ENTR,307,A,SOCIAL ENTREPRENEURSHIP,3,,T,,R,,2:30:00 PM,3:45:00 PM,English,Kyle
10,ENTR,309,A,E-COMMERCE,3,,T,,R,,1:00:00 PM,2:15:00 PM,English,Yvonne
10,ENTR,312,A,ENTR: MANAGING A GROWING ENTERPRISE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Smith,Kenneth
30,ENTR,314,A,ENTREPRENEURSHIP: MISSION OF CHURCH,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Sweet,Timothy
10,ENTR,319,A,ENTREPRENEURAL LEADERSHIP,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Smith,Kenneth
10,ENTR,326,A,INTRO TO THE BUSINESS OF MUSIC,3,,T,,R,,2:30:00 PM,3:45:00 PM,Lewis,Cedric
10,ENTR,328,A,CONTENT MARKETING,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Sweet,Timothy
30,ENTR,330,A,SEARCH ENGINE OPTIMIZATION,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Sweet,Timothy
30,ENTR,409,A,DIGITAL ENTREPRENEURSHIP,3,,T,,R,,1:00:00 PM,2:15:00 PM,English,Yvonne
30,ENTR,423,A,"FAMILY, FRANCHISE, & SMALL BUSA MGT",3,M,,W,,F,12:00:00 PM,12:50:00 PM,Smith,Kenneth
10,ENTR,424,A,SUPPLY CHAIN MANAGEMENT,3,,T,,R,,2:30:00 PM,3:45:00 PM,Butler,David
10,ENTR,430,A,ENTREPREN FINANCE/VENTURE CAPITAL,3,,T,,R,,11:30:00 AM,12:45:00 PM,Smith,Kenneth
30,ENTR,466,A,BUSINESS PLANNING,3,,T,,R,,11:30:00 AM,12:45:00 PM,Smith,Kenneth
30,ENTR,467,A,CORPORATE INNOVATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Smith,Kenneth
30,ENTR,488,A,SEMINAR IN ENTREPRENEURSHIP,1,M,,,,,4:00:00 PM,4:50:00 PM,Sweet,Timothy
30,EXER,101,A,INTRODUCTION TO EXERCISE SCIENCE,2,M,,W,,,9:00:00 AM,9:50:00 AM,Ault,Dana
10,EXER,101,A,INTRODUCTION TO EXERCISE SCIENCE,2,M,,W,,,9:00:00 AM,9:50:00 AM,Ault,Dana
30,EXER,134,A,INTRODUCTION TO NUTRITION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Ault,Dana
10,EXER,134,A,INTRODUCTION TO NUTRITION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Ault,Dana
10,EXER,201,A,ETHICS IN SPORTS,1,M,,,,,2:00:00 PM,2:50:00 PM,Thrasher,James
30,EXER,203,A,EXERCISE AND SPORT PSYCHOLOGY,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Timko,Elaine
30,EXER,205,A,INTRODUCTION TO SPORTS MINISTRY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Thrasher,James
10,EXER,205,A,INTRODUCTION TO SPORTS MINISTRY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Thrasher,James
30,EXER,215,O,MEDICAL TERMINOLOGY,3,,,,,,,,Severson,Sean
10,EXER,215,O,MEDICAL TERMINOLOGY,3,,,,,,,,Severson,Sean
10,EXER,220,A,WELLNESS PROMOTION AND PROGRAMMING,2,M,,W,,,9:00:00 AM,9:50:00 AM,Severson,Sean
30,EXER,221,A,PERSONAL TRAINING,3,,T,,R,,11:30:00 AM,12:45:00 PM,DiDonato,Andrew
30,EXER,228,A,PHYS ED FOR ELEMENTARY EDUCATORS,1,,,W,,,12:00:00 PM,12:50:00 PM,Lamie,Melissa
10,EXER,228,A,PHYS ED FOR ELEMENTARY EDUCATORS,1,,,W,,,12:00:00 PM,12:50:00 PM,Lamie,Melissa
30,EXER,230,A,INTRO TO EXERCISE PROG DESIGN,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Buxton,Jeffrey
10,EXER,230,A,INTRO TO EXERCISE PROG DESIGN,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Buxton,Jeffrey
30,EXER,235,A,FACILITY MANAGEMENT,2,,T,,R,,10:05:00 AM,10:55:00 AM,Cook,Adam
10,EXER,244,A,NUTRITION AND HEALTH,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Prins,Philip
10,EXER,249,A,INTRODUCTION TO ATHLETIC TRAINING,1,,T,,,,6:30:00 PM,8:30:00 PM,Patterson,Richard
30,EXER,250,A,INTRODUCTION TO PT AND OT,1,,T,,,,6:30:00 PM,8:30:00 PM,Wise,Scott
30,EXER,251,A,PREVENTION/CARE OF INJURIES,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Severson,Sean
10,EXER,253,A,ANATOMY AND PHYSIOLOGY I,4,,T,,R,,8:00:00 AM,9:15:00 AM,Ault,Dana
10,EXER,253,L,LABORATORY,0,,T,,,,10:00:00 AM,11:29:00 AM,Ault,Dana
10,EXER,253,M,LABORATORY,0,,,,R,,11:30:00 AM,12:59:00 PM,Buxton,Jeffrey
10,EXER,254,A,NUTRITION IN SPORTS & EXERCISE,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Ault,Dana
30,EXER,256,A,PHYSIOLOGY OF EXERCISE,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Prins,Philip
10,EXER,256,A,PHYSIOLOGY OF EXERCISE,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Prins,Philip
30,EXER,256,L,LABORATORY,0,M,,,,,9:00:00 AM,9:50:00 AM,Prins,Philip
10,EXER,256,L,LABORATORY,0,M,,,,,9:00:00 AM,9:50:00 AM,Prins,Philip
10,EXER,256,M,LABORATORY,0,,,W,,,11:00:00 AM,11:50:00 AM,Prins,Philip
30,EXER,256,M,LABORATORY,0,,,W,,,9:00:00 AM,9:50:00 AM,Prins,Philip
10,EXER,256,N,LABORATORY,0,,,,,F,11:00:00 AM,11:50:00 AM,Prins,Philip
30,EXER,256,N,LABORATORY,0,,,,,F,9:00:00 AM,9:50:00 AM,Prins,Philip
30,EXER,258,A,ANATOMY AND PHYSIOLOGY II,4,,T,,R,,8:00:00 AM,9:15:00 AM,Ault,Dana
30,EXER,258,L,LABORATORY,0,,T,,,,10:00:00 AM,11:29:00 AM,Ault,Dana
30,EXER,258,M,LABORATORY,0,M,,,,,11:00:00 AM,12:29:00 PM,Buxton,Jeffrey
30,EXER,304,A,EXERCISE TESTING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Prins,Philip
10,EXER,304,A,EXERCISE TESTING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Prins,Philip
30,EXER,305,A,BASIC PRIN OF COACHING,2,,,W,,F,12:00:00 PM,12:50:00 PM,Fuss,Leslie
10,EXER,305,A,BASIC PRIN OF COACHING,2,,,W,,F,12:00:00 PM,12:50:00 PM,Fuss,Leslie
30,EXER,306,A,EXERCISE LEADERSHIP,2,M,,,,,2:00:00 PM,3:59:00 PM,Dolan,Brenda
30,EXER,306,B,EXERCISE LEADERSHIP,2,,,,,F,8:00:00 AM,9:59:00 AM,Dolan,Brenda
10,EXER,307,A,EXERCISE PRESCRIPTION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Buxton,Jeffrey
10,EXER,309,A,BIOMECHANICS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Buxton,Jeffrey
30,EXER,310,A,FUNCTIONAL KINESIOLOGY,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Buxton,Jeffrey
30,EXER,312,A,CLINICAL EXERCISE PHYSIOLOGY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Prins,Philip
30,EXER,313,A,ADVANCED EXERCISE PHYSIOLOGY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Ault,Dana
10,EXER,377,A,RESEARCH METHODS IN EXER SCI,3,,T,,R,,2:30:00 PM,3:45:00 PM,Buxton,Jeffrey
30,EXER,402,A,CERTIFIED EXERCISE PHYSIOLOGIST,3,,T,,R,,11:30:00 AM,12:45:00 PM,Buxton,Jeffrey
10,EXER,403,A,PRINCIPLES OF STRENGTH & CONDITION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Thrasher,Caleb
30,EXER,404,A,PROF. CERTIFICATION/SEMINAR - EPC,1,,,,,F,9:00:00 AM,9:50:00 AM,Ault,Dana
30,EXER,404,B,PROF. CERTIFICATION/SEMINAR - CSCS,1,,,W,,,1:00:00 PM,1:50:00 PM,Gibson,Todd
10,EXER,404,B,PROF. CERTIFICATION/SEMINAR - CSCS,1,,,W,,,2:00:00 PM,2:50:00 PM,Gibson,Todd
30,EXER,407,A,RESEARCH PRACTICUM,3,,T,,R,,2:30:00 PM,3:45:00 PM,Buxton,Jeffrey
10,EXER,407,A,RESEARCH PRACTICUM,3,,T,,R,,1:00:00 PM,2:15:00 PM,Ault,Dana
30,FNCE,301,A,PRINCIPLES OF FINANCE,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Grimm,Richard
10,FNCE,301,A,PRINCIPLES OF FINANCE,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Grimm,Richard
30,FNCE,301,B,PRINCIPLES OF FINANCE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Grimm,Richard
10,FNCE,301,B,PRINCIPLES OF FINANCE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Grimm,Richard
30,FNCE,301,C,PRINCIPLES OF FINANCE,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Zhang,Youhui
10,FNCE,301,C,PRINCIPLES OF FINANCE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Zhang,Youhui
30,FNCE,301,D,PRINCIPLES OF FINANCE,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Zhang,Youhui
10,FNCE,332,A,INVESTMENTS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Zhang,Youhui
10,FNCE,332,B,INVESTMENTS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Zhang,Youhui
30,FNCE,334,A,INVESTMENT VALUATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Grimm,Richard
30,FNCE,341,A,FINANCIAL MODELING,3,,T,,R,,1:00:00 PM,2:30:00 PM,Zhang,Youhui
30,FNCE,341,B,FINANCIAL MODELING,3,,T,,R,,2:30:00 PM,3:45:00 PM,Zhang,Youhui
30,FNCE,435,A,FINANCIAL PLANNING,3,M,,,,,6:30:00 PM,9:00:00 PM,Davidek,Jeffrey
30,FNCE,436,A,CAPITAL MARKETS,3,,T,,R,,2:30:00 PM,3:45:00 PM,Grimm,Richard
